measurement_type,freq,theta,phi,magnitude,phase,
S21,1000,45.000000,-180.020000,-99.282860,59.086797
S21,2000,45.000000,-180.020000,-79.256950,-34.299828
S21,1000,45.000000,-135.000000,-122.699763,99.971071
S21,2000,45.000000,-135.000000,-79.359095,-34.536911
S21,1000,45.000000,-90.000000,-93.152214,100.878930
S21,2000,45.000000,-90.000000,-78.616514,-36.039151
S21,1000,45.000000,-44.990000,-97.944557,128.253975
S21,2000,45.000000,-44.990000,-78.767336,-29.918089
S21,1000,45.000000,0.000000,-102.070074,81.006955
S21,2000,45.000000,0.000000,-79.379695,-39.513971
S21,1000,45.000000,45.020000,-109.721590,76.503783
S21,2000,45.000000,45.020000,-79.692487,-34.184902
S21,1000,45.000000,90.010000,-98.180167,111.674446
S21,2000,45.000000,90.010000,-79.564837,-33.560564
S21,1000,45.000000,135.020000,-97.403338,111.166492
S21,2000,45.000000,135.020000,-79.037748,-34.910001
S21,1000,45.000000,180.020000,-96.842211,75.278155
S21,2000,45.000000,180.020000,-79.613620,-40.746118
